time,open,high,low,close,volume,trades
2018-09-28T00:00:00.000Z,0.3,0.302,0.08215,0.084,3529536.4586280505,973
2018-09-29T00:00:00.000Z,0.083999,0.094,0.080924,0.084969,2436480.0995998806,516
2018-09-30T00:00:00.000Z,0.0845,0.091849,0.0832,0.085512,1576881.3922694202,390
2018-10-01T00:00:00.000Z,0.0855,0.089969,0.081956,0.084921,2334574.9245158695,542
2018-10-02T00:00:00.000Z,0.084781,0.085138,0.081,0.081271,1544839.9543343007,433
2018-10-03T00:00:00.000Z,0.0822,0.08788,0.073,0.079699,1700179.32521524,442
2018-10-04T00:00:00.000Z,0.080449,0.09,0.0803,0.081665,2283138.07045361,609
2018-10-05T00:00:00.000Z,0.081247,0.084378,0.080024,0.083434,1097331.9760855697,298
2018-10-06T00:00:00.000Z,0.082929,0.083538,0.080403,0.08085,1000543.8562540608,258
2018-10-07T00:00:00.000Z,0.081288,0.0872,0.0802,0.08462,1162986.5254551796,265
2018-10-08T00:00:00.000Z,0.084695,0.088849,0.0805,0.086797,1997133.5375727925,453
2018-10-09T00:00:00.000Z,0.0868,0.087597,0.0841,0.086164,1217168.5655152504,218
2018-10-10T00:00:00.000Z,0.086339,0.08634,0.082763,0.08454,1508587.8446968598,292
2018-10-11T00:00:00.000Z,0.084478,0.084478,0.069,0.069801,5577459.600699145,1233
2018-10-12T00:00:00.000Z,0.069363,0.075635,0.068501,0.072493,1585987.448979739,420
2018-10-13T00:00:00.000Z,0.07175,0.074027,0.071409,0.072321,916719.1191162996,175
2018-10-14T00:00:00.000Z,0.072134,0.07331,0.066,0.07015,962108.5699039596,248
2018-10-15T00:00:00.000Z,0.069655,0.077,0.0685,0.073273,5261753.087031796,1118
2018-10-16T00:00:00.000Z,0.072901,0.08199,0.072644,0.074699,1695675.318573329,288
2018-10-17T00:00:00.000Z,0.074698,0.078998,0.07402,0.076399,2156622.3366952483,423
2018-10-18T00:00:00.000Z,0.076699,0.0773,0.0725,0.074484,1599729.7877092815,342
2018-10-19T00:00:00.000Z,0.074,0.0756,0.073116,0.075185,1181123.78176985,271
2018-10-20T00:00:00.000Z,0.07511,0.077499,0.074,0.07585,1792644.1443354618,317
2018-10-21T00:00:00.000Z,0.076165,0.076771,0.07535,0.07535,602414.2173992898,140
2018-10-22T00:00:00.000Z,0.075122,0.076075,0.074459,0.075237,453744.5300507596,249
2018-10-23T00:00:00.000Z,0.075237,0.077449,0.07,0.0741,1792176.1900412398,434
2018-10-24T00:00:00.000Z,0.07426,0.076999,0.0734,0.0734,850553.3779004002,201
2018-10-25T00:00:00.000Z,0.073815,0.073871,0.072699,0.0734,407334.13518192,126
2018-10-26T00:00:00.000Z,0.0734,0.073767,0.071948,0.07322,769190.2037830899,243
2018-10-27T00:00:00.000Z,0.073481,0.073481,0.072404,0.072796,404165.7589704599,115
2018-10-28T00:00:00.000Z,0.0727,0.072956,0.072101,0.0726,310020.3433952401,92
2018-10-29T00:00:00.000Z,0.072807,0.073143,0.068001,0.069399,2474534.117304287,513
2018-10-30T00:00:00.000Z,0.06959,0.077,0.068794,0.0697,1539960.7420564005,291
2018-10-31T00:00:00.000Z,0.0697,0.070491,0.068,0.069731,1047675.0763803698,283
2018-11-01T00:00:00.000Z,0.069638,0.071041,0.0692,0.070765,602823.1729555501,168
2018-11-02T00:00:00.000Z,0.070851,0.073,0.070496,0.0724,906477.7378553798,186
2018-11-03T00:00:00.000Z,0.07235,0.07235,0.070366,0.070993,622592.7226868698,129
2018-11-04T00:00:00.000Z,0.071,0.077898,0.071,0.077407,5677775.721662082,866
2018-11-05T00:00:00.000Z,0.077,0.078821,0.074633,0.076248,1776122.4879533504,288
2018-11-06T00:00:00.000Z,0.076564,0.0811,0.076564,0.080824,2803153.9387864517,720
2018-11-07T00:00:00.000Z,0.080824,0.081674,0.077,0.0785,2643876.155532841,470
2018-11-08T00:00:00.000Z,0.078599,0.079,0.076,0.076,2594682.5420654807,434
2018-11-09T00:00:00.000Z,0.076,0.0772,0.073252,0.0737,1850667.5209295491,462
2018-11-10T00:00:00.000Z,0.0737,0.079,0.073208,0.074699,1058437.5313267398,286
2018-11-11T00:00:00.000Z,0.074662,0.077223,0.074,0.0763,2282732.92548292,470
