time,open,high,low,close,volume,trades
2013-10-24T00:00:00.000Z,3.0,3.0,3.0,3.0,2.70666666,1
2013-11-04T00:00:00.000Z,3.0,3.0,3.0,3.0,7.27,1
2013-11-07T00:00:00.000Z,3.0,3.2,3.0,3.2,9.00145834,3
2013-11-08T00:00:00.000Z,3.2,3.2,3.2,3.2,0.821875,1
2013-11-13T00:00:00.000Z,5.0,5.0,5.0,5.0,225.7534,7
2013-11-14T00:00:00.000Z,3.2,3.2,3.0,3.0,12.0,2
2013-11-15T00:00:00.000Z,5.0,5.0,5.0,5.0,10.06,2
2013-11-16T00:00:00.000Z,4.3,4.3,4.25,4.25,5.06744,2
2013-11-18T00:00:00.000Z,5.0,8.2,5.0,8.2,5.136915,2
2013-11-19T00:00:00.000Z,8.2,10.0,8.2,9.0,29.00334411,69
2013-11-20T00:00:00.000Z,9.0,9.0,9.0,9.0,2.47313332,6
2013-11-21T00:00:00.000Z,9.0,9.0,9.0,9.0,94.52686668,152
2013-11-22T00:00:00.000Z,10.0,11.5,10.0,11.5,64.01469593,108
2013-11-23T00:00:00.000Z,12.0,14.5,11.5,12.8,2577.16398724,58
2013-11-24T00:00:00.000Z,12.8,13.8,10.0,10.0,7.6159507,10
2013-11-25T00:00:00.000Z,13.8,14.0,10.5,12.0,218.86939545,68
2013-11-26T00:00:00.000Z,11.0,20.5,11.0,20.5,469.43230664,194
2013-11-27T00:00:00.000Z,20.5,50.0,20.5,35.99,457.22138355,354
2013-11-28T00:00:00.000Z,49.98,65.0,39.0,48.0,242.45324001,175
2013-11-29T00:00:00.000Z,49.51,50.0,30.19501,38.0,302.15354529,209
2013-11-30T00:00:00.000Z,38.0,48.0,38.0,41.0,138.70762522,140
2013-12-01T00:00:00.000Z,41.0,41.21207,24.48034,36.43083,52.44818796,36
2013-12-02T00:00:00.000Z,36.44048,40.5,29.8,32.0,101.7970959,129
2013-12-03T00:00:00.000Z,32.0,36.40329,32.0,33.0,207.23043513,139
2013-12-04T00:00:00.000Z,38.0,43.0,31.0,38.0,574.50777913,247
2013-12-05T00:00:00.000Z,40.0,42.99,29.0,38.0,697.83321413,224
2013-12-06T00:00:00.000Z,37.9,39.2,32.0,32.0,210.62530761,149
2013-12-07T00:00:00.000Z,32.0,32.0,11.0,22.77767,324.79662531,204
2013-12-08T00:00:00.000Z,23.99023,28.39567,23.99023,27.92618,77.3422695,39
2013-12-09T00:00:00.000Z,29.5512,32.592,27.0,31.978,116.89514954,72
2013-12-10T00:00:00.000Z,31.978,36.6,31.978,35.25501,215.21986896,129
2013-12-11T00:00:00.000Z,34.01,34.02,28.78394,31.56606,428.64723396,168
2013-12-12T00:00:00.000Z,31.5,32.93309,30.98464,31.0,46.3237916,24
2013-12-13T00:00:00.000Z,32.2,33.0,30.011,30.58938,127.0410584,93
2013-12-14T00:00:00.000Z,31.01148,32.39453,30.011,30.011,114.71564911,59
2013-12-15T00:00:00.000Z,30.011,31.8,29.14666,30.91933,251.90296678,101
2013-12-16T00:00:00.000Z,30.80813,32.12835,24.0,24.0,153.09007733,75
2013-12-17T00:00:00.000Z,28.0,29.0,20.01,23.74,193.59127284,89
2013-12-18T00:00:00.000Z,22.0,22.0,8.47731,13.0,1001.01472668,247
2013-12-19T00:00:00.000Z,14.739,20.0,14.739,19.8,41.35615901,43
2013-12-20T00:00:00.000Z,22.0,22.0,17.22299,17.94852,65.67792737,39
2013-12-21T00:00:00.000Z,18.57009,18.57009,17.13191,18.47484,4.26297,11
2013-12-22T00:00:00.000Z,18.5,19.00697,17.54247,18.0,137.76199986,61
2013-12-23T00:00:00.000Z,17.9999,18.73827,16.727,17.2,224.41295,49
2013-12-24T00:00:00.000Z,17.5,18.0,17.5,17.51,54.08757288,26
2013-12-25T00:00:00.000Z,17.5,22.0555,17.5,22.0555,310.4080976,107
2013-12-26T00:00:00.000Z,21.9,25.0,21.9,24.965,1008.07634619,343
2013-12-27T00:00:00.000Z,23.70851,24.88,22.0,22.06,317.58641154,203
2013-12-28T00:00:00.000Z,22.10172,23.33,22.09172,22.32588,12.10775298,13
2013-12-29T00:00:00.000Z,23.37,24.51,22.32,24.51,39.77331029,33
2013-12-30T00:00:00.000Z,23.16,25.17543,23.16,24.96,187.11466999,61
2013-12-31T00:00:00.000Z,24.98,24.98,23.54529,23.54529,12.77343499,15
2014-01-01T00:00:00.000Z,24.98,25.0,23.71346,24.03,85.18823351,37
2014-01-02T00:00:00.000Z,24.8,26.6,23.8787,26.6,192.41919202,59
2014-01-03T00:00:00.000Z,25.725,25.725,24.1,25.49,32.60155378,25
2014-01-04T00:00:00.000Z,25.0,25.01,24.04809,24.04809,17.32261331,8
2014-01-05T00:00:00.000Z,25.3,27.0,24.3,26.01,610.99913463,272
2014-01-06T00:00:00.000Z,26.01,31.25684,22.22568,28.7,455.46799571,179
2014-01-07T00:00:00.000Z,29.54452,29.70867,22.7,22.7,426.325205,134
2014-01-08T00:00:00.000Z,22.7,26.0,22.19,24.9,177.06859236,108
2014-01-09T00:00:00.000Z,24.96,25.79,24.0,24.5,15.93264405,13
2014-01-10T00:00:00.000Z,24.0,25.79,24.0,24.06,35.92822663,24
2014-01-11T00:00:00.000Z,24.9,27.62,24.78507,26.35,76.85984319,40
2014-01-12T00:00:00.000Z,25.8443,26.45,24.0,25.39,86.59267637,78
2014-01-13T00:00:00.000Z,24.05,26.31,24.0,25.01,823.55790801,520
2014-01-14T00:00:00.000Z,24.16,24.516,24.0,24.516,8.85189615,11
2014-01-15T00:00:00.000Z,24.52,25.47,24.38512,24.52097,19.18616557,8
2014-01-16T00:00:00.000Z,24.52249,25.37,24.01,24.01,71.9705844,19
2014-01-17T00:00:00.000Z,24.99,24.99,23.27,24.0,101.40857933,37
2014-01-18T00:00:00.000Z,24.44,24.99,23.50289,24.94,518.55024227,91
2014-01-19T00:00:00.000Z,23.35,24.9,23.35,24.5,14.62553563,9
2014-01-20T00:00:00.000Z,24.9,24.9,24.28,24.28,20.19544489,25
2014-01-21T00:00:00.000Z,24.01,25.5,23.5,25.49,168.573404,40
2014-01-22T00:00:00.000Z,24.06,25.45997,22.39248,23.0,53.420228,14
2014-01-23T00:00:00.000Z,22.85,23.73,22.3,22.3,125.26799116,21
2014-01-24T00:00:00.000Z,22.725,22.88661,20.5,21.05,285.11662367,80
2014-01-25T00:00:00.000Z,20.71,22.34865,20.29,22.26048,136.38117158,29
2014-01-26T00:00:00.000Z,22.26,24.0,22.0,22.33604,319.6561238,55
2014-01-27T00:00:00.000Z,22.56,23.5,20.29,20.29,451.33234179,51
2014-01-28T00:00:00.000Z,20.29,23.0,20.29,22.88,73.47859264,18
2014-01-29T00:00:00.000Z,21.32,22.49,20.63,21.7,100.49331261,20
2014-01-30T00:00:00.000Z,20.91,21.99,20.62,20.72,9.13552,5
2014-01-31T00:00:00.000Z,21.61,21.61,21.02,21.59,52.26038353,19
2014-02-01T00:00:00.000Z,21.6,22.663,21.3,21.461,32.24623141,13
2014-02-02T00:00:00.000Z,21.86695,21.86695,21.86695,21.86695,11.25878,1
2014-02-03T00:00:00.000Z,21.69486,21.69486,21.411,21.411,3.63247783,2
2014-02-04T00:00:00.000Z,21.48,21.65,21.01,21.07158,65.96762807,32
2014-02-05T00:00:00.000Z,21.06,21.7,21.0,21.2,151.92475706,41
2014-02-06T00:00:00.000Z,21.0,21.55,19.8,19.8,51.11771617,39
2014-02-07T00:00:00.000Z,20.0,20.0,17.2,18.89326,101.31325164,74
2014-02-08T00:00:00.000Z,18.89326,20.28716,17.50448,17.50448,176.42093589,84
2014-02-09T00:00:00.000Z,17.84,19.80523,17.0,18.7,94.26298655,57
2014-02-10T00:00:00.000Z,17.97367,19.71114,14.0,17.9,324.17890687,120
2014-02-11T00:00:00.000Z,19.69,19.69,15.7,16.3,344.1806086,21
2014-02-12T00:00:00.000Z,17.5,19.49,17.5,19.49,28.006,3
2014-02-13T00:00:00.000Z,16.92685,16.92685,16.38031,16.42,181.78997,13
2014-02-14T00:00:00.000Z,15.554,16.84335,14.37156,16.76,86.07814307,39
2014-02-15T00:00:00.000Z,16.27787,16.27787,16.27787,16.27787,1.4,1
2014-02-16T00:00:00.000Z,15.25,15.25,15.2283,15.2283,11.690293,4
2014-02-17T00:00:00.000Z,15.2383,15.7583,15.2383,15.7583,25.28913669,5
2014-02-18T00:00:00.000Z,15.65,17.27724,15.63,17.27724,52.56952038,10
2014-02-19T00:00:00.000Z,15.81318,17.4139,15.81,15.83,8.16840993,6
2014-02-20T00:00:00.000Z,17.2,17.2,14.35,15.77056,254.89791234,129
2014-02-21T00:00:00.000Z,15.76056,15.77056,14.34,14.89,98.65847305,47
2014-02-22T00:00:00.000Z,14.89,15.63,13.32462,13.32462,31.53538051,13
2014-02-23T00:00:00.000Z,15.87118,16.61748,14.91631,15.0,104.94778145,23
2014-02-24T00:00:00.000Z,15.0,15.92861,14.2071,15.22038,121.64733416,42
2014-02-25T00:00:00.000Z,14.52169,14.52169,11.13156,14.42138,654.62375126,164
2014-02-26T00:00:00.000Z,14.48,16.61459,14.13487,15.85,628.94799418,247
2014-02-27T00:00:00.000Z,14.93032,15.84,14.58,14.8425,139.34719228,82
2014-02-28T00:00:00.000Z,14.8,15.04695,14.0,15.04695,157.17093091,112
2014-03-01T00:00:00.000Z,14.25,14.25,13.54,13.54,18.41673566,10
2014-03-02T00:00:00.000Z,13.54,13.54,12.86,13.34,12.06096,8
2014-03-03T00:00:00.000Z,13.0157,15.49,12.86128,14.72,159.53295649,35
2014-03-04T00:00:00.000Z,14.94,19.9,14.89,17.11305,455.36292157,175
2014-03-05T00:00:00.000Z,17.35894,18.02792,15.01114,17.34173,61.56544468,13
2014-03-06T00:00:00.000Z,17.33151,17.5,16.81791,16.81791,45.88734645,14
2014-03-07T00:00:00.000Z,16.61773,16.89235,16.42963,16.89235,73.26973738,16
2014-03-08T00:00:00.000Z,16.5158,16.5158,15.56,15.56,4.39320389,3
2014-03-09T00:00:00.000Z,16.46355,16.97,15.73273,16.1221,57.38594184,20
2014-03-10T00:00:00.000Z,15.9803,16.69997,15.9803,16.20911,131.54326763,46
2014-03-11T00:00:00.000Z,16.6997,16.6997,16.21911,16.21911,1.66705946,6
2014-03-12T00:00:00.000Z,16.6997,17.76817,16.6997,17.74999,229.98918305,82
2014-03-13T00:00:00.000Z,17.74998,17.78403,17.0,17.78403,15.06666245,11
2014-03-14T00:00:00.000Z,17.29029,17.83988,17.0,17.0,17.01777935,14
2014-03-15T00:00:00.000Z,16.90524,17.74119,16.87,17.16,7.01207481,8
2014-03-16T00:00:00.000Z,17.899,17.899,17.175,17.899,10.20533162,5
2014-03-17T00:00:00.000Z,17.899,17.9,17.50882,17.89,16.83652779,17
2014-03-18T00:00:00.000Z,17.89,20.0,17.2,19.72977,265.48110599,82
2014-03-19T00:00:00.000Z,20.49,20.5,18.1,18.1,185.15705456,57
2014-03-20T00:00:00.000Z,18.1,18.1,16.31,16.88998,98.53957358,51
2014-03-21T00:00:00.000Z,16.87998,17.48999,16.20911,16.20911,56.01057149,27
2014-03-22T00:00:00.000Z,16.20911,16.20911,15.30035,15.49,336.49565576,91
2014-03-24T00:00:00.000Z,15.49592,17.28,15.26792,16.11847,57.0537684,22
2014-03-25T00:00:00.000Z,16.08641,16.72,15.88626,16.72,158.30161078,44
